# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
ENSG00000011677.13	GABRA3	protein_coding	19	8	11	0.4053	0.1578	0.1634
ENSG00000012048.23	BRCA1	protein_coding	3189	14	3197	30.3383	11.8114	12.2340
ENSG00000012061.16	ERCC1	protein_coding	556	249	782	8.8294	3.4375	3.5605
ENSG00000012124.17	CD22	protein_coding	83	4	79	1.1919	0.4640	0.4806
ENSG00000012171.20	SEMA3B	protein_coding	680	14	666	10.4372	4.0634	4.2088
ENSG00000012174.12	MBTPS2	protein_coding	2571	15	2556	25.4461	9.9067	10.2612
ENSG00000012211.13	PRICKLE3	protein_coding	264	2591	348	6.3929	2.4889	2.5779
ENSG00000012223.13	LTF	protein_coding	41	7	34	0.9100	0.3543	0.3669
ENSG00000012232.9	EXTL3	protein_coding	1315	19	1297	8.9238	3.4742	3.5985
ENSG00000012504.15	NR1H4	protein_coding	10	2	8	0.2440	0.0950	0.0984
ENSG00000012660.14	ELOVL5	protein_coding	3669	7	3662	85.1885	33.1658	34.3524
ENSG00000012779.11	ALOX5	protein_coding	370	9	361	8.7820	3.4190	3.5414
ENSG00000012817.16	KDM5D	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000012822.16	CALCOCO1	protein_coding	1834	11	1823	18.2476	7.1042	7.3584
ENSG00000012963.15	UBR7	protein_coding	1405	3	1402	35.4481	13.8007	14.2945
ENSG00000012983.11	MAP4K5	protein_coding	2931	15	3125	34.0534	13.2578	13.7321
ENSG00000013016.16	EHD3	protein_coding	241	6	235	4.4220	1.7216	1.7832
ENSG00000013275.8	PSMC4	protein_coding	1021	22	999	35.4475	13.8005	14.2943
ENSG00000013288.9	MAN2B2	protein_coding	1557	47	1510	15.5160	6.0407	6.2569
ENSG00000013293.6	SLC7A14	protein_coding	34	13	23	0.2868	0.1117	0.1156
ENSG00000013297.12	CLDN11	protein_coding	57	2	55	1.1679	0.4547	0.4709
ENSG00000013306.16	SLC25A39	protein_coding	1750	3	1747	43.9396	17.1067	17.7187
ENSG00000013364.19	MVP	protein_coding	3619	7	3612	52.1734	20.3123	21.0390
ENSG00000013374.16	NUB1	protein_coding	2726	9	3037	44.6014	17.3643	17.9856
ENSG00000013375.16	PGM3	protein_coding	2107	548	2482	24.9447	9.7115	10.0590
ENSG00000013392.8	RWDD2A	protein_coding	226	6	220	5.3086	2.0668	2.1407
ENSG00000013441.16	CLK1	protein_coding	2827	6	2821	48.4100	18.8471	19.5214
ENSG00000013503.10	POLR3B	protein_coding	541	7	547	10.0453	3.9108	4.0508
ENSG00000013523.11	ANGEL1	protein_coding	1164	3	1241	15.7933	6.1487	6.3687
ENSG00000013561.18	RNF14	protein_coding	1683	5	1792	29.8715	11.6297	12.0458
ENSG00000013563.14	DNASE1L1	protein_coding	221	51	665	4.7351	1.8435	1.9094
ENSG00000013573.17	DDX11	protein_coding	796	23	775	8.4225	3.2791	3.3964
ENSG00000013583.10	HEBP1	protein_coding	625	22	653	16.1413	6.2842	6.5090
ENSG00000013588.9	GPRC5A	protein_coding	17468	9	17459	201.8108	78.5695	81.3805
ENSG00000013619.14	MAMLD1	protein_coding	58	7	51	0.8618	0.3355	0.3475
ENSG00000013725.14	CD6	protein_coding	118	13	105	1.7534	0.6826	0.7071
ENSG00000013810.20	TACC3	protein_coding	923	5	919	9.9823	3.8863	4.0254
ENSG00000014123.10	UFL1	protein_coding	2098	9	2089	40.9209	15.9314	16.5014
ENSG00000014138.9	POLA2	protein_coding	249	12	247	3.9591	1.5414	1.5965
ENSG00000014164.7	ZC3H3	protein_coding	467	6	463	11.1111	4.3258	4.4806
ENSG00000014216.16	CAPN1	protein_coding	2444	55	2444	28.8265	11.2228	11.6244
ENSG00000014257.16	ACP3	protein_coding	98	9	89	2.0271	0.7892	0.8174
ENSG00000014641.21	MDH1	protein_coding	1823	15	1810	32.3434	12.5920	13.0425
ENSG00000014824.14	SLC30A9	protein_coding	4313	8	4305	53.0405	20.6498	21.3887
ENSG00000014914.21	MTMR11	protein_coding	5265	12	5256	101.9511	39.6919	41.1120
ENSG00000014919.13	COX15	protein_coding	1573	388	1321	26.7039	10.3964	10.7684
ENSG00000015133.19	CCDC88C	protein_coding	1338	11	1327	9.5329	3.7114	3.8442
ENSG00000015153.15	YAF2	protein_coding	1802	12	1790	14.7186	5.7303	5.9353
ENSG00000015171.20	ZMYND11	protein_coding	3179	49	3130	52.8531	20.5769	21.3131
ENSG00000015285.11	WAS	protein_coding	90	11	79	3.3748	1.3139	1.3609
ENSG00000015413.9	DPEP1	protein_coding	2248	7	2243	72.7146	28.3094	29.3223
ENSG00000015475.19	BID	protein_coding	1333	150	1183	26.6998	10.3948	10.7667
ENSG00000015479.20	MATR3	protein_coding	2095	7	2088	15.3742	5.9855	6.1997
ENSG00000015520.15	NPC1L1	protein_coding	13	3	10	0.2185	0.0851	0.0881
ENSG00000015532.10	XYLT2	protein_coding	703	79	629	11.3739	4.4281	4.5865
ENSG00000015568.13	RGPD5	protein_coding	3	1	2	0.0187	0.0073	0.0076
ENSG00000015592.16	STMN4	protein_coding	9	6	3	0.2419	0.0942	0.0975
ENSG00000015676.18	NUDCD3	protein_coding	3043	11	3032	27.2316	10.6019	10.9812
ENSG00000016082.15	ISL1	protein_coding	25	4	21	0.7857	0.3059	0.3168
ENSG00000016391.11	CHDH	protein_coding	1654	262	1897	18.8047	7.3211	7.5830
ENSG00000016402.13	IL20RA	protein_coding	1915	18	1897	35.8433	13.9546	14.4539
ENSG00000016490.16	CLCA1	protein_coding	9702	11	9692	259.4975	101.0282	104.6428
ENSG00000016602.9	CLCA4	protein_coding	516	9	545	13.2528	5.1596	5.3442
ENSG00000016864.18	GLT8D1	protein_coding	1105	354	794	25.8598	10.0678	10.4280
ENSG00000017260.20	ATP2C1	protein_coding	5300	66	5351	55.1374	21.4662	22.2343
ENSG00000017427.17	IGF1	protein_coding	48	62	632	0.5237	0.2039	0.2112
ENSG00000017483.15	SLC38A5	protein_coding	533	13	520	11.7440	4.5722	4.7358
ENSG00000017797.13	RALBP1	protein_coding	2567	9	2571	28.2628	11.0034	11.3970
ENSG00000018189.13	RUFY3	protein_coding	3462	68	3402	32.5888	12.6875	13.1415
ENSG00000018236.15	CNTN1	protein_coding	95	13	82	1.1226	0.4371	0.4527
ENSG00000018280.17	SLC11A1	protein_coding	177	9	168	1.8061	0.7032	0.7283
ENSG00000018408.15	WWTR1	protein_coding	1695	12	1712	17.9650	6.9942	7.2444
ENSG00000018510.17	AGPS	protein_coding	3528	60	3518	35.3367	13.7574	14.2496
ENSG00000018607.7	ZNF806	transcribed_unprocessed_pseudogene	16	7	9	0.2746	0.1069	0.1107
ENSG00000018610.15	CXorf56	protein_coding	999	9	990	34.2671	13.3410	13.8183
ENSG00000018625.15	ATP1A2	protein_coding	101	2	99	1.4198	0.5527	0.5725
ENSG00000018699.13	TTC27	protein_coding	811	8	803	20.8537	8.1188	8.4093
ENSG00000018869.17	ZNF582	protein_coding	22	9	22	0.5814	0.2264	0.2345
ENSG00000019102.12	VSIG2	protein_coding	342	2	340	20.9246	8.1464	8.4379
ENSG00000019144.19	PHLDB1	protein_coding	1922	182	2012	7.8360	3.0507	3.1599
ENSG00000019169.10	MARCO	protein_coding	14	6	8	0.5962	0.2321	0.2404
ENSG00000019186.10	CYP24A1	protein_coding	203	13	190	4.5065	1.7545	1.8173
ENSG00000019485.13	PRDM11	protein_coding	626	10	616	3.9757	1.5478	1.6032
ENSG00000019505.8	SYT13	protein_coding	2370	8	2428	38.5346	15.0024	15.5391
ENSG00000019549.13	SNAI2	protein_coding	365	2	363	9.8489	3.8344	3.9716
ENSG00000019582.15	CD74	protein_coding	10890	183	10832	201.6972	78.5253	81.3348
ENSG00000019991.18	HGF	protein_coding	580	14	566	5.2649	2.0497	2.1231
ENSG00000019995.6	ZRANB1	protein_coding	799	674	1810	11.8033	4.5953	4.7597
ENSG00000020129.16	NCDN	protein_coding	196	4	204	3.5290	1.3739	1.4231
ENSG00000020181.18	ADGRA2	protein_coding	564	198	862	7.0486	2.7442	2.8423
ENSG00000020219.9	CCT8L1P	processed_pseudogene	2	1	1	0.1058	0.0412	0.0427
ENSG00000020256.20	ZFP64	protein_coding	1335	15	1320	17.4065	6.7767	7.0192
ENSG00000020426.11	MNAT1	protein_coding	409	10	399	9.3396	3.6361	3.7662
ENSG00000020577.14	SAMD4A	protein_coding	1500	20	1490	10.7677	4.1921	4.3421
ENSG00000020633.19	RUNX3	protein_coding	300	2	298	5.3961	2.1008	2.1760
ENSG00000020922.13	MRE11	protein_coding	2910	8	2902	33.5715	13.0702	13.5378
ENSG00000021300.14	PLEKHB1	protein_coding	415	32	383	7.4480	2.8997	3.0034
ENSG00000021355.13	SERPINB1	protein_coding	4274	19	4255	124.1830	48.3472	50.0770
ENSG00000021461.17	CYP3A43	protein_coding	24	13	11	0.8058	0.3137	0.3249
ENSG00000021488.13	SLC7A9	protein_coding	7	0	8	0.2385	0.0929	0.0962
ENSG00000021574.13	SPAST	protein_coding	1679	39	1640	15.6782	6.1039	6.3223
ENSG00000021645.20	NRXN3	protein_coding	1365	9	1356	7.7795	3.0287	3.1371
ENSG00000021762.20	OSBPL5	protein_coding	676	4	672	8.0085	3.1179	3.2294
ENSG00000021776.11	AQR	protein_coding	4812	11	4801	31.7188	12.3489	12.7907
ENSG00000021826.17	CPS1	protein_coding	81	16	65	0.6509	0.2534	0.2625
ENSG00000021852.13	C8B	protein_coding	9	4	5	0.2916	0.1135	0.1176
ENSG00000022267.19	FHL1	protein_coding	1462	26	1436	22.0801	8.5963	8.9038
ENSG00000022277.13	RTF2	protein_coding	1990	13	1977	43.3617	16.8817	17.4857
ENSG00000022355.18	GABRA1	protein_coding	22	10	12	0.2313	0.0901	0.0933
ENSG00000022556.16	NLRP2	protein_coding	381	6	375	5.3430	2.0802	2.1546
ENSG00000022567.10	SLC45A4	protein_coding	856	8	890	8.8038	3.4275	3.5502
ENSG00000022840.16	RNF10	protein_coding	2922	43	2891	43.8458	17.0702	17.6809
ENSG00000022976.15	ZNF839	protein_coding	159	39	210	2.5182	0.9804	1.0155
ENSG00000023041.11	ZDHHC6	protein_coding	1912	975	1714	45.1636	17.5832	18.2123
ENSG00000023171.18	GRAMD1B	protein_coding	613	13	600	3.6316	1.4138	1.4644
ENSG00000023191.17	RNH1	protein_coding	955	36	920	11.4657	4.4639	4.6236
ENSG00000023228.14	NDUFS1	protein_coding	5380	14	5773	39.1245	15.2321	15.7770
ENSG00000023287.13	RB1CC1	protein_coding	5649	17	5632	65.6925	25.5756	26.4906
ENSG00000023318.8	ERP44	protein_coding	2687	305	2382	49.4770	19.2625	19.9517
ENSG00000023330.15	ALAS1	protein_coding	997	5	992	34.8053	13.5505	14.0353
ENSG00000023445.16	BIRC3	protein_coding	2700	5	2878	31.7952	12.3786	12.8215
ENSG00000023516.9	AKAP11	protein_coding	13001	28	12973	116.0871	45.1953	46.8123
ENSG00000023572.10	GLRX2	protein_coding	987	444	981	14.0710	5.4782	5.6742
ENSG00000023608.5	SNAPC1	protein_coding	89	1	88	3.0387	1.1830	1.2254
ENSG00000023697.13	DERA	protein_coding	1147	3	1144	36.0989	14.0541	14.5569
ENSG00000023734.11	STRAP	protein_coding	3306	3	3303	132.1384	51.4445	53.2850
ENSG00000023839.12	ABCC2	protein_coding	184	7	177	2.0786	0.8092	0.8382
ENSG00000023892.11	DEF6	protein_coding	173	4	169	5.9387	2.3121	2.3948
ENSG00000023902.14	PLEKHO1	protein_coding	600	9	591	8.0131	3.1197	3.2313
ENSG00000023909.10	GCLM	protein_coding	484	5	480	7.8971	3.0745	3.1845
ENSG00000024048.11	UBR2	protein_coding	4851	12	4839	48.3963	18.8418	19.5159
ENSG00000024422.12	EHD2	protein_coding	527	3	524	12.1374	4.7254	4.8944
ENSG00000024526.17	DEPDC1	protein_coding	1189	7	1368	17.8293	6.9414	7.1897
ENSG00000024862.18	CCDC28A	protein_coding	609	1	608	43.2365	16.8330	17.4352
ENSG00000025039.15	RRAGD	protein_coding	440	7	433	7.6455	2.9766	3.0831
ENSG00000025156.13	HSF2	protein_coding	404	10	394	13.2617	5.1631	5.3478
ENSG00000025293.17	PHF20	protein_coding	3829	31	3799	40.4908	15.7640	16.3280
ENSG00000025423.11	HSD17B6	protein_coding	99	71	97	3.8577	1.5019	1.5556
ENSG00000025434.19	NR1H3	protein_coding	264	42	255	5.1549	2.0069	2.0787
ENSG00000025708.14	TYMP	protein_coding	374	65	309	9.1975	3.5808	3.7089
ENSG00000025770.19	NCAPH2	protein_coding	541	87	549	10.7414	4.1819	4.3315
ENSG00000025772.8	TOMM34	protein_coding	1465	109	1359	65.7371	25.5929	26.5086
ENSG00000025796.14	SEC63	protein_coding	3825	12	3920	39.3487	15.3193	15.8674
ENSG00000025800.14	KPNA6	protein_coding	2530	9	2521	30.0370	11.6941	12.1125
ENSG00000026025.16	VIM	protein_coding	3975	15	6486	67.9897	26.4699	27.4169
ENSG00000026036.22	RTEL1-TNFRSF6B	protein_coding	330	124	206	3.2130	1.2509	1.2956
ENSG00000026103.22	FAS	protein_coding	636	24	654	10.0944	3.9300	4.0706
ENSG00000026297.16	RNASET2	protein_coding	1845	15	1830	10.9310	4.2557	4.4079
ENSG00000026508.20	CD44	protein_coding	11952	8	12490	105.8981	41.2285	42.7036
ENSG00000026559.14	KCNG1	protein_coding	27	8	24	0.4414	0.1719	0.1780
ENSG00000026652.15	AGPAT4	protein_coding	556	102	454	3.4536	1.3446	1.3927
ENSG00000026751.17	SLAMF7	protein_coding	369	1	368	6.7594	2.6316	2.7257
ENSG00000026950.17	BTN3A1	protein_coding	1888	5	1883	30.1766	11.7484	12.1688
ENSG00000027001.10	MIPEP	protein_coding	1096	10	1094	28.6396	11.1500	11.5490
ENSG00000027075.15	PRKCH	protein_coding	700	29	713	7.0184	2.7324	2.8302
ENSG00000027644.5	INSRR	protein_coding	5	5	1	0.0851	0.0331	0.0343
ENSG00000027697.15	IFNGR1	protein_coding	2462	4	2458	66.5341	25.9032	26.8300
ENSG00000027847.14	B4GALT7	protein_coding	461	41	420	8.3668	3.2574	3.3739
ENSG00000027869.12	SH2D2A	protein_coding	72	2	70	2.5518	0.9935	1.0290
ENSG00000028116.18	VRK2	protein_coding	758	345	944	19.0052	7.3991	7.6639
ENSG00000028137.19	TNFRSF1B	protein_coding	724	0	724	16.9659	6.6052	6.8415
ENSG00000028203.18	VEZT	protein_coding	3166	14	3152	31.9749	12.4486	12.8939
ENSG00000028277.21	POU2F2	protein_coding	135	18	119	1.3174	0.5129	0.5313
ENSG00000028310.18	BRD9	protein_coding	1214	11	1204	11.2554	4.3820	4.5388
ENSG00000028528.15	SNX1	protein_coding	3746	11	3735	33.8789	13.1898	13.6617
ENSG00000028839.10	TBPL1	protein_coding	950	610	1289	16.6909	6.4981	6.7306
ENSG00000029153.14	ARNTL2	protein_coding	1423	9	1505	18.0411	7.0238	7.2751
ENSG00000029363.17	BCLAF1	protein_coding	9574	19	9555	88.9127	34.6157	35.8542
ENSG00000029364.12	SLC39A9	protein_coding	4805	146	4798	59.5960	23.2020	24.0322
ENSG00000029534.21	ANK1	protein_coding	49	13	39	0.4018	0.1564	0.1620
ENSG00000029559.7	IBSP	protein_coding	10	0	10	0.5628	0.2191	0.2270
ENSG00000029639.11	TFB1M	protein_coding	453	21	514	9.7555	3.7980	3.9339
ENSG00000029725.17	RABEP1	protein_coding	2009	900	2297	25.1963	9.8095	10.1605
ENSG00000029993.15	HMGB3	protein_coding	3314	8	3306	74.9604	29.1838	30.2279
ENSG00000030066.13	NUP160	protein_coding	3400	14	3386	35.0989	13.6648	14.1537
ENSG00000030110.13	BAK1	protein_coding	511	1	579	20.4520	7.9624	8.2473
ENSG00000030304.14	MUSK	protein_coding	196	102	94	1.8910	0.7362	0.7626
ENSG00000030419.16	IKZF2	protein_coding	874	16	858	6.3216	2.4612	2.5492
ENSG00000030582.18	GRN	protein_coding	2637	1	2638	66.2482	25.7919	26.7147
ENSG00000031003.10	FAM13B	protein_coding	1855	11	2057	24.1226	9.3915	9.7275
ENSG00000031081.11	ARHGAP31	protein_coding	965	30	935	9.1139	3.5482	3.6752
ENSG00000031691.7	CENPQ	protein_coding	232	2	230	11.7975	4.5930	4.7574
ENSG00000031698.13	SARS1	protein_coding	1239	4	1235	28.4986	11.0951	11.4921
ENSG00000031823.14	RANBP3	protein_coding	1547	8	1601	18.3961	7.1620	7.4183
ENSG00000032219.19	ARID4A	protein_coding	1674	18	1656	19.8956	7.7458	8.0229
ENSG00000032389.13	EIPR1	protein_coding	604	7	598	9.3436	3.6377	3.7678
ENSG00000032444.17	PNPLA6	protein_coding	778	8	770	9.6185	3.7447	3.8787
ENSG00000032742.18	IFT88	protein_coding	1205	20	1185	17.6361	6.8661	7.1118
ENSG00000033011.13	ALG1	protein_coding	406	136	759	6.6736	2.5982	2.6911
ENSG00000033030.15	ZCCHC8	protein_coding	1279	7	1272	12.4090	4.8311	5.0040
ENSG00000033050.9	ABCF2	protein_coding	440	5	435	7.5522	2.9402	3.0454
ENSG00000033100.16	CHPF2	protein_coding	1409	4	1456	29.6650	11.5493	11.9625
ENSG00000033122.21	LRRC7	protein_coding	208	116	94	0.6129	0.2386	0.2472
ENSG00000033170.17	FUT8	protein_coding	1361	29	1358	17.2724	6.7245	6.9651
ENSG00000033178.13	UBA6	protein_coding	5308	15	5293	41.1928	16.0373	16.6111
ENSG00000033327.13	GAB2	protein_coding	1160	129	1061	15.1582	5.9014	6.1126
ENSG00000033627.17	ATP6V0A1	protein_coding	2449	10	2439	19.8439	7.7257	8.0021
ENSG00000033800.14	PIAS1	protein_coding	2730	1820	3008	22.7005	8.8378	9.1540
ENSG00000033867.16	SLC4A7	protein_coding	3784	17	3767	34.8383	13.5633	14.0486
ENSG00000034053.14	APBA2	protein_coding	85	6	79	1.0955	0.4265	0.4418
ENSG00000034152.19	MAP2K3	protein_coding	1148	4	1145	26.9231	10.4818	10.8568
ENSG00000034239.11	EFCAB1	protein_coding	24	13	11	0.3650	0.1421	0.1472
ENSG00000034510.6	TMSB10	protein_coding	10789	31	12030	2071.9545	806.6585	835.5193
ENSG00000034533.12	ASTE1	protein_coding	468	180	425	12.0902	4.7070	4.8754
ENSG00000034677.13	RNF19A	protein_coding	3239	286	3200	49.0012	19.0773	19.7598
ENSG00000034693.15	PEX3	protein_coding	362	21	341	11.3246	4.4089	4.5667
ENSG00000034713.8	GABARAPL2	protein_coding	1440	28	1412	42.3541	16.4894	17.0794
ENSG00000034971.17	MYOC	protein_coding	2	0	2	0.0842	0.0328	0.0339
ENSG00000035115.22	SH3YL1	protein_coding	3953	55	3905	31.4379	12.2395	12.6774
ENSG00000035141.8	FAM136A	protein_coding	2068	5	2096	59.3273	23.0975	23.9238
ENSG00000035403.18	VCL	protein_coding	6415	273	6319	56.8387	22.1286	22.9203
ENSG00000035499.13	DEPDC1B	protein_coding	572	7	578	13.3054	5.1801	5.3654
ENSG00000035664.11	DAPK2	protein_coding	1691	12	1741	10.9982	4.2818	4.4350
ENSG00000035681.9	NSMAF	protein_coding	2014	54	1960	28.8984	11.2508	11.6533
ENSG00000035687.10	ADSS2	protein_coding	1155	3	1152	29.7165	11.5693	11.9832
ENSG00000035720.8	STAP1	protein_coding	53	19	34	2.4050	0.9363	0.9698
ENSG00000035862.12	TIMP2	protein_coding	3985	3	4551	62.6309	24.3836	25.2560
ENSG00000035928.16	RFC1	protein_coding	3164	11	3153	41.6900	16.2308	16.8116
ENSG00000036054.13	TBC1D23	protein_coding	2156	8	2148	36.8769	14.3570	14.8707
ENSG00000036257.13	CUL3	protein_coding	4070	18	4814	31.3190	12.1932	12.6294
ENSG00000036448.10	MYOM2	protein_coding	49	8	41	0.6148	0.2394	0.2479
ENSG00000036473.8	OTC	protein_coding	59	2	57	3.1036	1.2083	1.2515
ENSG00000036530.9	CYP46A1	protein_coding	21	6	15	0.1987	0.0773	0.0801
ENSG00000036549.13	ZZZ3	protein_coding	2285	4	2281	22.4573	8.7431	9.0560
ENSG00000036565.15	SLC18A1	protein_coding	78	14	66	1.7661	0.6876	0.7122
ENSG00000036672.16	USP2	protein_coding	36	7	35	0.7047	0.2743	0.2842
ENSG00000036828.17	CASR	protein_coding	22	5	17	0.1620	0.0631	0.0653
ENSG00000037042.9	TUBG2	protein_coding	181	12	170	5.7373	2.2337	2.3136
ENSG00000037241.7	RPL26L1	protein_coding	252	2	251	19.1667	7.4620	7.7290
ENSG00000037280.16	FLT4	protein_coding	183	8	175	1.8302	0.7126	0.7381
ENSG00000037474.15	NSUN2	protein_coding	2257	9	2351	36.2907	14.1288	14.6343
ENSG00000037637.11	FBXO42	protein_coding	1033	5	1028	10.1513	3.9521	4.0935
ENSG00000037749.12	MFAP3	protein_coding	1294	9	1286	14.6966	5.7217	5.9264
ENSG00000037757.14	MRI1	protein_coding	177	7	500	4.5211	1.7602	1.8231
ENSG00000037897.17	METTL1	protein_coding	227	7	243	10.3219	4.0185	4.1623
ENSG00000037965.6	HOXC8	protein_coding	12	2	10	0.4395	0.1711	0.1772
ENSG00000038002.9	AGA	protein_coding	367	3	364	12.4726	4.8559	5.0296
ENSG00000038210.14	PI4K2B	protein_coding	2936	6	2930	70.5372	27.4617	28.4443
ENSG00000038219.13	BOD1L1	protein_coding	6713	27	6686	37.4678	14.5871	15.1090
ENSG00000038274.17	MAT2B	protein_coding	2173	1	2172	37.4644	14.5857	15.1076
ENSG00000038295.8	TLL1	protein_coding	124	13	111	1.3545	0.5273	0.5462
ENSG00000038358.15	EDC4	protein_coding	895	7	888	12.9049	5.0242	5.2039
ENSG00000038382.20	TRIO	protein_coding	11474	26	11738	56.8766	22.1433	22.9356
ENSG00000038427.16	VCAN	protein_coding	10122	18	11119	61.0519	23.7689	24.6193
ENSG00000038532.16	CLEC16A	protein_coding	1554	16	1538	10.9861	4.2771	4.4302
ENSG00000038945.15	MSR1	protein_coding	702	13	689	7.9556	3.0973	3.2081
ENSG00000039068.19	CDH1	protein_coding	22711	13	24965	329.4525	128.2633	132.8523
ENSG00000039123.16	MTREX	protein_coding	2863	362	3062	39.9349	15.5476	16.1038
ENSG00000039139.9	DNAH5	protein_coding	203	19	187	1.0909	0.4247	0.4399
ENSG00000039319.17	ZFYVE16	protein_coding	3217	667	3648	18.3865	7.1583	7.4144
ENSG00000039523.20	RIPOR1	protein_coding	386	53	451	5.0785	1.9772	2.0479
ENSG00000039537.14	C6	protein_coding	30	10	20	0.5468	0.2129	0.2205
ENSG00000039560.14	RAI14	protein_coding	1723	22	1719	20.1214	7.8337	8.1140
ENSG00000039600.11	SOX30	protein_coding	37	31	10	0.9389	0.3655	0.3786
ENSG00000039650.12	PNKP	protein_coding	545	268	578	10.6160	4.1331	4.2809
ENSG00000039987.7	BEST2	protein_coding	171	19	152	5.7215	2.2275	2.3072
ENSG00000040199.18	PHLPP2	protein_coding	2052	222	2068	14.5415	5.6614	5.8639
ENSG00000040275.17	SPDL1	protein_coding	667	11	656	12.3667	4.8146	4.9869
ENSG00000040341.18	STAU2	protein_coding	2060	6	2054	20.3454	7.9209	8.2043
ENSG00000040487.13	SLC66A1	protein_coding	89	0	89	2.9335	1.1421	1.1829
ENSG00000040531.16	CTNS	protein_coding	307	731	202	5.4919	2.1381	2.2146
ENSG00000040608.14	RTN4R	protein_coding	47	0	47	1.3311	0.5182	0.5368
ENSG00000040633.13	PHF23	protein_coding	640	5	635	20.7320	8.0714	8.3602
ENSG00000040731.10	CDH10	protein_coding	8	5	3	0.1935	0.0753	0.0780
ENSG00000040933.16	INPP4A	protein_coding	1602	35	1567	10.7535	4.1866	4.3364
ENSG00000041353.10	RAB27B	protein_coding	696	8	759	8.6131	3.3533	3.4733
ENSG00000041357.16	PSMA4	protein_coding	2499	8	2491	31.6330	12.3154	12.7561
ENSG00000041515.16	MYO16	protein_coding	54	17	37	0.5423	0.2111	0.2187
ENSG00000041802.11	LSG1	protein_coding	1902	30	1976	35.0735	13.6549	14.1434
ENSG00000041880.14	PARP3	protein_coding	401	3	398	12.1248	4.7204	4.8893
ENSG00000041982.16	TNC	protein_coding	2554	25	2621	23.4579	9.1327	9.4594
ENSG00000041988.15	THAP3	protein_coding	126	315	137	2.7394	1.0665	1.1047
ENSG00000042062.13	RIPOR3	protein_coding	207	103	104	3.0427	1.1846	1.2270
ENSG00000042088.14	TDP1	protein_coding	976	12	965	13.8851	5.4058	5.5992
ENSG00000042286.15	AIFM2	protein_coding	442	35	445	7.6205	2.9668	3.0730
ENSG00000042304.12	C2orf83	protein_coding	12	6	6	0.3048	0.1186	0.1229
ENSG00000042317.17	SPATA7	protein_coding	429	81	412	5.5268	2.1517	2.2287
ENSG00000042429.12	MED17	protein_coding	948	13	945	5.0529	1.9672	2.0376
ENSG00000042445.14	RETSAT	protein_coding	1478	76	1481	32.3167	12.5816	13.0318
ENSG00000042493.16	CAPG	protein_coding	565	0	567	20.6782	8.0505	8.3385
ENSG00000042753.12	AP2S1	protein_coding	711	1	710	40.4019	15.7294	16.2921
ENSG00000042781.14	USH2A	protein_coding	134	103	31	0.5750	0.2238	0.2319
ENSG00000042813.8	ZPBP	protein_coding	22	7	15	0.7420	0.2889	0.2992
ENSG00000042832.12	TG	protein_coding	266	15	255	2.1155	0.8236	0.8531
ENSG00000042980.13	ADAM28	protein_coding	1359	271	1088	12.9121	5.0270	5.2068
ENSG00000043039.7	BARX2	protein_coding	60	4	56	1.4158	0.5512	0.5709
ENSG00000043093.15	DCUN1D1	protein_coding	2607	20	2587	27.7841	10.8170	11.2040
ENSG00000043143.20	JADE2	protein_coding	1014	13	1001	9.0889	3.5385	3.6651
ENSG00000043355.12	ZIC2	protein_coding	51	3	48	1.3724	0.5343	0.5534
ENSG00000043462.13	LCP2	protein_coding	733	6	799	9.5111	3.7029	3.8353
ENSG00000043514.17	TRIT1	protein_coding	1263	13	1252	17.1155	6.6635	6.9019
ENSG00000043591.6	ADRB1	protein_coding	41	2	39	1.1944	0.4650	0.4816
ENSG00000044012.4	GUCA2B	protein_coding	30	2	28	4.3973	1.7120	1.7732
ENSG00000044090.10	CUL7	protein_coding	457	60	445	6.6316	2.5818	2.6742
ENSG00000044115.21	CTNNA1	protein_coding	12175	84	12335	122.0698	47.5245	49.2249
ENSG00000044446.12	PHKA2	protein_coding	1696	30	2149	17.5676	6.8395	7.0842
ENSG00000044459.15	CNTLN	protein_coding	1237	23	1214	9.8982	3.8536	3.9915
ENSG00000044524.11	EPHA3	protein_coding	510	5	505	6.8650	2.6727	2.7683
ENSG00000044574.8	HSPA5	protein_coding	6055	12	6043	136.7153	53.2264	55.1307
